TIMESTAMP ID VALOR
1704078016 sensor2 bool: true
1704078030 sensor2 bool: true
1704078035 sensor2 bool: false
1704078049 sensor2 bool: false
1704078091 sensor2 bool: false
1704078091 sensor2 bool: true
1704078135 sensor2 bool: true
1704078147 sensor2 bool: true
1704078154 sensor2 bool: true
1704078170 sensor2 bool: false
1704078170 sensor2 bool: false
1704078184 sensor2 bool: true
1704078202 sensor2 bool: true
1704078208 sensor2 bool: true
1704078288 sensor2 bool: false
1704078293 sensor2 bool: true
1704078310 sensor2 bool: true
1704078322 sensor2 bool: false
1704078329 sensor2 bool: true
1704078345 sensor2 bool: true
1704078353 sensor2 bool: true
1704078386 sensor2 bool: true
1704078386 sensor2 bool: true
1704078390 sensor2 bool: false
1704078403 sensor2 bool: true
1704078404 sensor2 bool: false
1704078406 sensor2 bool: false
1704078426 sensor2 bool: false
1704078430 sensor2 bool: false
1704078435 sensor2 bool: true
1704078444 sensor2 bool: true
1704078453 sensor2 bool: true
1704078485 sensor2 bool: true
1704078501 sensor2 bool: true
1704078524 sensor2 bool: false
1704078562 sensor2 bool: false
1704078573 sensor2 bool: false
1704078578 sensor2 bool: false
1704078583 sensor2 bool: false
1704078590 sensor2 bool: false
1704078597 sensor2 bool: false
1704078624 sensor2 bool: true
1704078629 sensor2 bool: false
1704078640 sensor2 bool: false
1704078672 sensor2 bool: true
1704078681 sensor2 bool: false
1704078684 sensor2 bool: false
1704078685 sensor2 bool: true
1704078695 sensor2 bool: false
1704078696 sensor2 bool: true
1704078706 sensor2 bool: false
1704078714 sensor2 bool: true
1704078748 sensor2 bool: true
1704078752 sensor2 bool: false
1704078755 sensor2 bool: false
1704078758 sensor2 bool: false
1704078772 sensor2 bool: true
1704078782 sensor2 bool: false
1704078820 sensor2 bool: false
1704078827 sensor2 bool: true
1704078908 sensor2 bool: false
1704078940 sensor2 bool: true
1704078951 sensor2 bool: false
1704078964 sensor2 bool: true
1704078972 sensor2 bool: false
1704078995 sensor2 bool: false
1704078997 sensor2 bool: false
1704079004 sensor2 bool: true
1704079035 sensor2 bool: false
1704079060 sensor2 bool: true
1704079063 sensor2 bool: true
1704079071 sensor2 bool: false
1704079074 sensor2 bool: true
1704079077 sensor2 bool: false
1704079099 sensor2 bool: true
1704079117 sensor2 bool: true
1704079144 sensor2 bool: false
1704079149 sensor2 bool: false
1704079178 sensor2 bool: false
1704079228 sensor2 bool: true
1704079241 sensor2 bool: false
1704079251 sensor2 bool: true
1704079270 sensor2 bool: false
1704079298 sensor2 bool: false
1704079298 sensor2 bool: false
1704079310 sensor2 bool: false
1704079310 sensor2 bool: false
1704079333 sensor2 bool: false
1704079353 sensor2 bool: true
1704079363 sensor2 bool: true
1704079389 sensor2 bool: true
1704079396 sensor2 bool: false
1704079421 sensor2 bool: true
1704079424 sensor2 bool: false
1704079446 sensor2 bool: false
1704079458 sensor2 bool: true
1704079464 sensor2 bool: true
1704079488 sensor2 bool: true
1704079531 sensor2 bool: true
1704079539 sensor2 bool: false
1704079549 sensor2 bool: true
1704079560 sensor2 bool: true
1704079560 sensor2 bool: true
1704079641 sensor2 bool: true
1704079641 sensor2 bool: false
1704079699 sensor2 bool: true
1704079720 sensor2 bool: false
1704079731 sensor2 bool: false
1704079737 sensor2 bool: true
1704079738 sensor2 bool: true
1704079753 sensor2 bool: true
1704079756 sensor2 bool: false
1704079795 sensor2 bool: false
1704079801 sensor2 bool: true
1704079812 sensor2 bool: false
1704079829 sensor2 bool: false
1704079846 sensor2 bool: false
1704079887 sensor2 bool: true
1704079943 sensor2 bool: false
1704079947 sensor2 bool: false
1704079960 sensor2 bool: false
1704079962 sensor2 bool: true
1704079969 sensor2 bool: false
1704079978 sensor2 bool: true
1704079986 sensor2 bool: true
1704079989 sensor2 bool: true
1704079990 sensor2 bool: true
1704079991 sensor2 bool: false
1704080012 sensor2 bool: false
1704080033 sensor2 bool: true
1704080051 sensor2 bool: false
1704080051 sensor2 bool: true
1704080101 sensor2 bool: false
1704080118 sensor2 bool: true
1704080119 sensor2 bool: false
1704080125 sensor2 bool: false
1704080135 sensor2 bool: false
1704080176 sensor2 bool: true
1704080182 sensor2 bool: true
1704080204 sensor2 bool: false
1704080210 sensor2 bool: true
1704080219 sensor2 bool: false
1704080224 sensor2 bool: false
1704080235 sensor2 bool: true
1704080237 sensor2 bool: true
1704080252 sensor2 bool: false
1704080261 sensor2 bool: true
1704080274 sensor2 bool: false
1704080311 sensor2 bool: true
1704080328 sensor2 bool: false
1704080340 sensor2 bool: true
1704080388 sensor2 bool: true
1704080391 sensor2 bool: false
1704080419 sensor2 bool: true
1704080423 sensor2 bool: false
1704080468 sensor2 bool: false
1704080499 sensor2 bool: true
1704080507 sensor2 bool: true
1704080531 sensor2 bool: false
1704080536 sensor2 bool: true
1704080541 sensor2 bool: true
1704080547 sensor2 bool: true
1704080558 sensor2 bool: false
1704080585 sensor2 bool: true
1704080595 sensor2 bool: false
1704080602 sensor2 bool: false
1704080642 sensor2 bool: false
1704080657 sensor2 bool: false
1704080665 sensor2 bool: true
1704080668 sensor2 bool: false
1704080683 sensor2 bool: false
1704080692 sensor2 bool: false
1704080711 sensor2 bool: false
1704080733 sensor2 bool: false
1704080744 sensor2 bool: false
1704080756 sensor2 bool: false
